wallet,label,group,chain,status,included_in_aggregate,source_path,analysis_summary_path,realized_pnl_usd,matched_trade_count,winners_count,losers_count,win_rate,unsupported_transactions_count,rows_requiring_valuation_after_count,unsupported_fifo_transactions_count,skipped_missing_valuation_count,top_losing_tokens,message
CcNvTgSzJpN1mUcpnidothDewazN56ZUaAPEZX4o8kPn,FOMO 2,FOMO,solana,excluded_not_meaningful,false,data/raw/solana/FOMO_2/wallet_snapshot_20260329T044136Z.json,data/raw/solana/FOMO_2/wallet_snapshot_20260329T044136Z_analysis_summary.json,,0,0,0,,8,2,0,2,,
