wallet,label,group,chain,status,included_in_aggregate,source_path,analysis_summary_path,realized_pnl_usd,matched_trade_count,winners_count,losers_count,win_rate,unsupported_transactions_count,rows_requiring_valuation_after_count,unsupported_fifo_transactions_count,skipped_missing_valuation_count,top_losing_tokens,message
3rv3sVUvkoLzCWpGGc6DSA9ZJDWBdjCQLB26jLeGchMY,Axiom 11,Axiom,solana,excluded_not_meaningful,false,data/raw/solana/Axiom_11/wallet_fetch_metadata_20260329T045443Z.json,data/raw/solana/Axiom_11/wallet_fetch_metadata_20260329T045443Z_analysis_summary.json,,0,0,0,,5,26,0,26,,
